sample,organ,part,question1,answer1,question2,answer2
BDMAP_00002682,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is ""pancreas low density area""."
BDMAP_00003727,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the pancreas is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the pancreas is visible as the low"
BDMAP_00001432,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Absolutely, the low-density region in the pancreas is preserved in the image."
BDMAP_00004750,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the pancreas is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is pancreas mask."
BDMAP_00001964,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the pancreas is not included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the bounding box is given as [0.688, 0.355, 0.465, 0.719, 0.586, 0.613]."
BDMAP_00000691,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,No,The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00001684,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is consistent with pancreas mask."
BDMAP_00001596,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the pancreas is included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the bounding box is given as [0.406, 0.383, 0.418, 0.5, 0.691, 0.629]."
BDMAP_00000752,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the pancreas mask is identified as  [SEG] ."
BDMAP_00001998,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the bone ct image does not contain the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the bounding box is given as [0.688, 0.398, 0.398, 0.719, 0.633, 0.539]."
BDMAP_00000716,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is"
BDMAP_00001409,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the pancreas is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"The target is identified as pancreas and its coordinates are [0.25, 0.297, 0.453, 0.562, 0.672, 0.684]."
BDMAP_00003351,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00002047,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes
BDMAP_00003445,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is pancreas."
BDMAP_00002873,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is pancreas mask."
BDMAP_00000424,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes
BDMAP_00000356,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the pancreas is included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Absolutely, the identified object is pancreas."
BDMAP_00000847,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is pancreas mask."
BDMAP_00002725,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the pancreas is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the pancreas mask is correct."
BDMAP_00000463,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the bone ct image does not contain the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00000037,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_00004288,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the pancreas is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is pancreas."
BDMAP_00002315,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains information about the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the pancreas mask is identified as thelowest intensity white area within the body."
BDMAP_00001709,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the pancreas is not present in the image.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is pancreas."
BDMAP_00000698,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is  [SEG] ."
BDMAP_00003875,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, it contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is pancreas."
BDMAP_00000306,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"Yes, the bone ct image contains the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the low-density region in the pancreas is appropriate."
BDMAP_00001770,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the bounding box is given as ."
BDMAP_00001766,pancreas,good_labels_beta_full,Does the bone ct image contain the pancreas? Answer yes or no.,"No, the bone ct image does not contain the pancreas.",The lowest intensity white area within the body in this bone ct imageis the pancreas mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is in line with pancreas mask."
BDMAP_00001534,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, it contains the gallbladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gall bladder is visible within the bounding box."
BDMAP_00003582,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the bone ct image does not contain the gallbladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is identified as  [SEG] ."
BDMAP_00004802,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_00002794,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is gallbladder."
BDMAP_00004784,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible here.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is  [SEG] ."
BDMAP_00003065,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, gall bladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, it is indeed gall bladder."
BDMAP_00002815,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall bladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is accurate."
BDMAP_00001314,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall bladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the bounding box is given as [0.594, 0.617, 0.371, 0.594, 0.73, 0.453]."
BDMAP_00002536,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is identified as  [SEG] ."
BDMAP_00000314,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, the bone ct image contains the gallbladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is visible as the low density region."
BDMAP_00000879,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, it contains the gall bladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's indeed gall bladder."
BDMAP_00001501,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is visible as a low density area within the liver."
BDMAP_00002606,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, gall bladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"The target is identified as gall bladder and its coordinates are [0.375, 0.629, 0.562, 0.531, 0.742, 0.742]."
BDMAP_00005025,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall bladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00002376,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is visible in the image."
BDMAP_00004970,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, it contains the gall bladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"The target is gall bladder and its bounding box is [0.25, 0.598, 0.566, 0.344, 0.715, 0.762]."
BDMAP_00001392,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, the bone ct image contains the gallbladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is gallbladder."
BDMAP_00000933,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,No,The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the bounding box is given as ."
BDMAP_00000993,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, gall bladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"The target is gallbladder and the coordinates is [0.375, 0.191, 0.531, 0.562, 0.398, 0.738]."
BDMAP_00002701,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, it contains the gall bladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's indeed gallbladder."
BDMAP_00000844,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gall bladder is within the bounding box."
BDMAP_00004604,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Absolutely, the gallbladder is the identified region."
BDMAP_00001353,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, it contains the gall bladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"The target is identified as gall bladder and its coordinates are [0.312, 0.234, 0.184, 0.5, 0.379, 0.41]."
BDMAP_00002817,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gall bladder is within the bounding box."
BDMAP_00001614,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall bladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Absolutely, the gall bladder is within the bounding box."
BDMAP_00001051,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00004464,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall bladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_00000004,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, it contains the gallbladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is visible as the low density region."
BDMAP_00000080,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, it contains the gall bladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the bounding box is given as [0.625, 0.18, 0.262, 0.719, 0.355, 0.438]."
BDMAP_00002598,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, the bone ct image contains the gallbladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is visible as the low density region in the image."
BDMAP_00002624,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, gall bladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is gall bladder."
BDMAP_00000874,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, it contains the gallbladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is within the bounding box."
BDMAP_00003568,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Absolutely, it is gall bladder."
BDMAP_00000558,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall bladder is not present in the image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's indeed gall bladder."
BDMAP_00002836,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, the gall bladder is included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's indeed gall bladder."
BDMAP_00003911,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the bone ct image does not contain the gallbladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the low density area is indeed gallbladder."
BDMAP_00000010,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall bladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the bounding box is given as ."
BDMAP_00001730,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, the bone ct image contains the gallbladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gall bladder is within the bounding box."
BDMAP_00004364,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall bladder is not present.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"The target is identified as gallbladder and its coordinates are [0.5, 0.648, 0.586, 0.531, 0.754, 0.734]."
BDMAP_00001497,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, the gallbladder is located within the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is visible as the low density region."
BDMAP_00000362,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the bone ct image does not contain the gall",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's indeed gallbladder."
BDMAP_00004710,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, the gallbladder is included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Absolutely, the gall bladder is the targeted region."
BDMAP_00004705,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is indeed gall bladder."
BDMAP_00000212,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,No,The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's indeed gall bladder."
BDMAP_00002812,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00003296,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_00001736,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_00004491,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, it is correct."
BDMAP_00001328,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is identified as  [SEG] ."
BDMAP_00003734,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall bladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"The target is gallbladder and the coordinates is [0.469, 0.316, 0.625, 0.531, 0.363, 0.68]."
BDMAP_00004064,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is accurate in depicting the gallbladder."
BDMAP_00001021,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, the bone ct image contains the gallbladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's indeed gall bladder."
BDMAP_00004986,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, the gall bladder is included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_00001310,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall bladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is visible as the lowest intensity white area."
BDMAP_00004598,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall bladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's indeed gall bladder."
BDMAP_00001151,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is within the bounding box."
BDMAP_00002864,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall bladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Absolutely, the gall bladder is within the bounding box."
BDMAP_00002272,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall bladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00000707,gall_bladder,good_labels_beta_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, gall bladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, it is correct."
BDMAP_00003715,postcava,good_labels_beta_full,Does the bone ct image contain the postcava? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it's characterized as postcava."
BDMAP_00001310,postcava,good_labels_beta_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the bone ct image contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_00000679,postcava,good_labels_beta_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is correct."
BDMAP_00000491,postcava,good_labels_beta_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is identified as the low density shadow in the image."
BDMAP_00002793,postcava,good_labels_beta_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_00000561,postcava,good_labels_beta_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is postcava."
BDMAP_00004843,postcava,good_labels_beta_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, it contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes
