sample,organ,part,question1,answer1,question2,answer2
BDMAP_A0000551,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the bone ct image contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_V0000581,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall bladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the bounding box is given as [0.469, 0.195, 0.293, 0.719, 0.387, 0.492]."
BDMAP_A0000476,liver,errors_nnUnet_full,Does the bone ct image contain the liver? Answer yes or no.,"Yes, the bone ct image contains the liver.",The lowest intensity white area within the body in this bone ct imageis the liver mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is liver."
BDMAP_A0001832,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_V0000476,stomach,errors_nnUnet_full,Does the bone ct image contain the stomach? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the stomach mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is indeed stomach."
BDMAP_A0000066,liver,errors_nnUnet_full,Does the bone ct image contain the liver? Answer yes or no.,"Yes, the bone ct image contains the liver.",The lowest intensity white area within the body in this bone ct imageis the liver mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_A0002456,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall bladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the bounding box is given as [0.281, 0.254, 0.254, 0.5, 0.398, 0.438]."
BDMAP_V0000066,liver,errors_nnUnet_full,Does the bone ct image contain the liver? Answer yes or no.,"No, the liver is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the liver mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_V0000297,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone Ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is visible in the image."
BDMAP_V0000611,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is postcava mask."
BDMAP_A0000341,stomach,errors_nnUnet_full,Does the bone ct image contain the stomach? Answer yes or no.,"Yes, the stomach is contained within the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the stomach mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the stomach is depicted clearly."
BDMAP_A0000014,stomach,errors_nnUnet_full,Does the bone ct image contain the stomach? Answer yes or no.,"Yes, the bone ct image contains the stomach.",The lowest intensity white area within the body in this bone ct imageis the stomach mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_V0001889,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, the gallbladder is included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is visible as the low density region."
BDMAP_A0001704,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is indeed postcava."
BDMAP_A0001713,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the bone ct image does not contain the gallbladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is accurate in depicting the gallbladder."
BDMAP_V0000470,stomach,errors_nnUnet_full,Does the bone ct image contain the stomach? Answer yes or no.,"Yes, the bone ct image contains the stomach.",The lowest intensity white area within the body in this bone ct imageis the stomach mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_A0001614,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is identified as thelowest intensity white area within the body."
BDMAP_A0002338,stomach,errors_nnUnet_full,Does the bone ct image contain the stomach? Answer yes or no.,"Yes, it contains the stomach.",The lowest intensity white area within the body in this bone ct imageis the stomach mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is consistent with stomach."
BDMAP_A0002227,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, it contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is postcava."
BDMAP_V0001965,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is identified as  [SEG] ."
BDMAP_A0002505,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's indeed postcava."
BDMAP_A0002067,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall bladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_V0000536,stomach,errors_nnUnet_full,Does the bone ct image contain the stomach? Answer yes or no.,"Yes, the stomach is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the stomach mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's indeed stomach."
BDMAP_A0001761,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_A0001076,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the bone ct image contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is postcava mask."
BDMAP_V0001766,stomach,errors_nnUnet_full,Does the bone ct image contain the stomach? Answer yes or no.,"Yes, the bone ct image contains the stomach.",The lowest intensity white area within the body in this bone ct imageis the stomach mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_A0001889,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Absolutely, the target is identified as gallbladder."
BDMAP_V0001780,stomach,errors_nnUnet_full,Does the bone ct image contain the stomach? Answer yes or no.,"No, the stomach is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the stomach mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it's characterized as stomach."
BDMAP_A0000734,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the bone ct image contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is postcava."
BDMAP_A0001807,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_A0002165,stomach,errors_nnUnet_full,Does the bone ct image contain the stomach? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the stomach mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it's characterized as stomach."
BDMAP_V0001609,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is postcava."
BDMAP_A0000499,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone CT image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_A0001599,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes
BDMAP_V0002173,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, the bone ct image contains the gallbladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_A0001373,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the bone ct image contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is correct."
BDMAP_A0001777,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible here.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is visible in the image."
BDMAP_A0001740,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_A0000701,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, the gallbladder is included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is visible as a low-density region."
BDMAP_A0000396,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_A0002536,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_V0001953,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Absolutely, it is postcava."
BDMAP_A0001792,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the bone ct image does not contain the gall",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the mask is correct."
BDMAP_V0001732,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, it contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is postcava."
BDMAP_V0000575,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, it contains the gall bladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Absolutely, the gallbladder is the targeted region."
BDMAP_A0001974,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the bone ct image contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is postcava mask."
BDMAP_A0001152,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gall",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes
BDMAP_A0000490,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is identified as thelowest intensity white area within the body."
BDMAP_V0001597,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is gallbladder."
BDMAP_A0001837,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the bone ct image contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is correct."
BDMAP_A0000150,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is visible in the image."
BDMAP_A0002636,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"Yes, it contains the gall bladder.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is gallbladder."
BDMAP_V0001561,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the bone ct image contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is postcava."
BDMAP_V0000375,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_A0001181,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is visible as a low-density region."
BDMAP_A0001700,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_A0000557,gall_bladder,errors_nnUnet_full,Does the bone ct image contain the gall_bladder? Answer yes or no.,"No, the gallbladder is not visible in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the gall_bladder mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the gallbladder is visible in the image."
BDMAP_A0000181,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_A0000042,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"No, the postcava is not present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_A0002339,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's indeed postcava."
BDMAP_A0002049,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the bone ct image contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is postcava."
BDMAP_V0000931,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the bone ct image contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is postcava mask."
BDMAP_A0001670,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Absolutely, the postcava is the identified region."
BDMAP_A0000724,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, it contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, it is indeed postcava."
BDMAP_V0001228,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, it contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is postcava."
BDMAP_A0001723,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,No,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is correct."
BDMAP_A0000063,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Of course, it's indeed postcava."
BDMAP_A0002119,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is identified as the lowest intensity white area."
BDMAP_A0000583,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, it contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is postcava."
BDMAP_V0000216,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, it contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is  [SEG] ."
BDMAP_A0002261,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the bone ct image contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is identified as the"
BDMAP_A0000375,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_A0000216,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the bone ct image contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is correct."
BDMAP_A0002179,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is identified as the"
BDMAP_A0000142,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, it contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is postcava."
BDMAP_A0001277,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the bone ct image contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is accurate."
BDMAP_A0000465,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is identified as thelowest"
BDMAP_A0000165,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is identified as thelowest intensity white area within the body."
BDMAP_V0000724,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, it contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it's characterized as postcava."
BDMAP_V0002158,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is postcava mask."
BDMAP_V0000382,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_A0000461,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_A0002198,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is postcava."
BDMAP_A0001691,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is included in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_V0000051,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is postcava mask."
BDMAP_A0000122,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is identified as the low density Occlusal artifact degraded image"
BDMAP_A0000317,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, it contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is correct."
BDMAP_A0002345,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes
BDMAP_A0001961,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is identified as thelowest intensity white area within the body."
BDMAP_V0000978,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the bone ct image contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is identified as the lowest intensity white area."
BDMAP_A0000955,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, it contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is postcava."
BDMAP_A0001044,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the target is identified as postcava."
BDMAP_A0000100,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is correct."
BDMAP_A0001474,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes
BDMAP_V0000857,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,Yes,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes
BDMAP_A0002164,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes.
BDMAP_A0000001,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is identified as the lowest intensity white area."
BDMAP_A0000469,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the postcava mask is identified as thelowest intensity white area within the body."
BDMAP_A0001173,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, it contains the postcava.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,Yes
BDMAP_A0002586,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the target is identified as postcava and its bounding box is [0.25, 0.461, 0.414, 0.625, 0.598, 0.559]."
BDMAP_V0000620,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,,The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Sure, it is postcava."
BDMAP_A0001157,postcava,errors_nnUnet_full,Does the bone ct image contain the postcava? Answer yes or no.,"Yes, the postcava is present in the bone ct image.",The lowest intensity white area within the body in this bone ct imageis the postcava mask annotation. What do you think of this? Is it correct? Only answer yes or no.,"Yes, the description is postcava."
